"VAR","Variable","UNIT","Unit","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1991","1991",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1992","1992",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1993","1993",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1994","1994",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1995","1995",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1996","1996",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1997","1997",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1998","1998",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","1999","1999",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2001","2001",0.4,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2002","2002",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2003","2003",0.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2004","2004",0.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2005","2005",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2006","2006",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2007","2007",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2008","2008",0.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2009","2009",0.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2010","2010",0.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2011","2011",0.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2012","2012",0.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2013","2013",0.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1960","1960",5.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1961","1961",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1962","1962",5.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1963","1963",5.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1964","1964",5.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1965","1965",6.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1966","1966",6.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1967","1967",7.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1968","1968",8.2,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1969","1969",8.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1970","1970",9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1971","1971",9.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1972","1972",10.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1973","1973",10.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1974","1974",10.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1975","1975",10.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1976","1976",9.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1977","1977",9.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1978","1978",9.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1979","1979",9.8,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1980","1980",10.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1981","1981",10,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1982","1982",9.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1983","1983",8.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1984","1984",8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1985","1985",7.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1986","1986",8.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1987","1987",8.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1988","1988",8.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1989","1989",8.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1990","1990",9.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1991","1991",9.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1992","1992",9.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1993","1993",9.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1994","1994",9.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1995","1995",8.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1996","1996",7.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1997","1997",7.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1998","1998",6.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","1999","1999",6.1,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2000","2000",5.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2001","2001",7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2002","2002",6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2003","2003",5.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2004","2004",5.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2005","2005",6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2006","2006",6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2007","2007",6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2008","2008",5.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2009","2009",5.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2010","2010",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1979","1979",12.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1980","1980",14.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1981","1981",15.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1982","1982",16,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1983","1983",16.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1984","1984",18.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1985","1985",17.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1986","1986",18.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1990","1990",28.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1991","1991",26,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1992","1992",24.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1993","1993",23.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1994","1994",24.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1995","1995",28.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1996","1996",27.3,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1997","1997",27,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1998","1998",26.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","1999","1999",26,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2000","2000",26.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2001","2001",27.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2002","2002",27.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2003","2003",27.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2004","2004",25.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2005","2005",24.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2006","2006",25.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2007","2007",24.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2008","2008",24.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2009","2009",25.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2010","2010",25.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2011","2011",25.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BRA","Brazil","2012","2012",26.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1960","1960",6.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1961","1961",7.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1962","1962",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1963","1963",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1964","1964",2.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1965","1965",2.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1966","1966",9.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1967","1967",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1968","1968",8.9,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1969","1969",6.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1970","1970",4.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1971","1971",5.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1972","1972",5.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1973","1973",6.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1974","1974",3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1975","1975",2.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1976","1976",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1977","1977",2.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1978","1978",3.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1979","1979",3.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1980","1980",3.1,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1981","1981",3.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1982","1982",3.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1984","1984",3.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1985","1985",3.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1986","1986",3.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1987","1987",3.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1988","1988",3.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1989","1989",3.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1990","1990",3.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1991","1991",3.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1992","1992",3.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1993","1993",2.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1994","1994",3.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1995","1995",3.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1996","1996",3.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1997","1997",2.7,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1998","1998",2.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","1999","1999",3.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2000","2000",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2001","2001",5.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2002","2002",5.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2003","2003",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2004","2004",5.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2005","2005",5.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2006","2006",5.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2007","2007",4.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2008","2008",4.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2009","2009",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2010","2010",4.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2011","2011",4.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHL","Chile","2012","2012",3.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1981","1981",8.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1982","1982",8.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1985","1985",6.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1986","1986",6.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1987","1987",5.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1988","1988",6.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1989","1989",8.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1990","1990",11.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1991","1991",11.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1992","1992",20.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1993","1993",27.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1994","1994",30.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1995","1995",23.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1996","1996",21.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1997","1997",17.6,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1998","1998",19.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","1999","1999",17.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2000","2000",14.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2001","2001",15.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2002","2002",11.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2003","2003",11,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2004","2004",8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2005","2005",9.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2006","2006",7.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2007","2007",6.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2008","2008",6.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2009","2009",5.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2010","2010",4.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2011","2011",4.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","EST","Estonia","2012","2012",4.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1975","1975",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1976","1976",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1977","1977",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1978","1978",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1979","1979",2,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1980","1980",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1981","1981",2.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1982","1982",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1983","1983",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1984","1984",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1985","1985",2.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1986","1986",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1987","1987",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1988","1988",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1989","1989",2.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1990","1990",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1991","1991",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1992","1992",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1993","1993",2.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1994","1994",2.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1995","1995",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1996","1996",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1997","1997",0.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1998","1998",0.5,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","1999","1999",2.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2000","2000",3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2001","2001",5.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2002","2002",8.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2003","2003",5.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2004","2004",3.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2005","2005",3.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2006","2006",3.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2007","2007",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2008","2008",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2009","2009",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2010","2010",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2011","2011",2.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2012","2012",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","RUS","Russia","1980","1980",13.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","RUS","Russia","1981","1981",13.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","RUS","Russia","1982","1982",12.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","RUS","Russia","1985","1985",10.8,,
