cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/9/2016,9/15/2016,"CVOTER International","C+",1229,"lv",.0016919,47.01,47.62,,,45.90979,43.08385,,,"","http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/",45876,71640,9/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Illinois",9/14/2016,9/20/2016,"Google Consumer Surveys","B",1027,"lv",.0016698,39.01,29.4,8.12,,46.37468,35.70005,5.038542,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45962,71849,9/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/20/2016,8/24/2016,"Ipsos","A-",1150,"lv",.0016625,38.8,36.1,7.1,,41.29818,37.94715,4.605642,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44995,69031,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",9/7/2016,9/13/2016,"Google Consumer Surveys","B",681,"lv",.0016623,34.61,31.05,6.86,,42.21174,37.605,3.549725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45764,71448,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Texas",9/14/2016,9/20/2016,"Google Consumer Surveys","B",1046,"lv",.0016551,28.94,42.35,7.62,,36.26083,48.63262,4.538542,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45991,71878,9/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",9/14/2016,9/20/2016,"Google Consumer Surveys","B",1125,"lv",.0016443,30.25,43.12,8.07,,37.62168,49.42283,4.988542,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45957,71844,9/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/21/2016,9/27/2016,"USC Dornsife/LA Times","",2673,"lv",.0016245,42.62,46.7,,,44.7606,42.80272,,,"","http://latimes.com/politics/",46168,72218,9/28/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/8/2016,9/14/2016,"CVOTER International","C+",1265,"lv",.0016238,46.8,47.77,,,45.71364,43.26405,,,"","http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/",45821,71552,9/16/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",8/31/2016,9/6/2016,"Google Consumer Surveys","B",418,"lv",.0016218,38.78,28.36,8.53,,46.66882,35.30384,5.022142,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45476,70794,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",9/7/2016,9/13/2016,"Google Consumer Surveys","B",779,"lv",.0016032,32.64,37.88,7.64,,40.0213,44.33411,4.329725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45769,71453,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Dakota",8/10/2016,8/16/2016,"Google Consumer Surveys","B",78,"lv",.0016006,22.03,43.01,6.94,,29.33232,51.20195,3.491864,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45618,71003,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Missouri",9/7/2016,9/13/2016,"Google Consumer Surveys","B",636,"lv",.0015972,34.37,33.32,8.64,,41.86847,39.82774,5.329726,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45766,71450,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",9/2/2016,9/8/2016,"Ipsos","A-",458,"lv",.0015971,47.39,45.5,,,47.43471,44.36133,,,"","http://www.reuters.com/statesofthenation/",45672,71241,9/10/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/29/2016,10/1/2016,"The Times-Picayune/Lucid","",1428,"lv",.0015917,45,37,6,,46.71033,39.59609,2.971694,,"","https://luc.id/2016-presidential-tracker/",46333,72459,10/3/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Louisiana",8/24/2016,8/30/2016,"Google Consumer Surveys","B",294,"lv",.0015732,23.53,49.56,7.08,,30.91504,56.42577,3.541029,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45507,70825,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",9/7/2016,9/13/2016,"Google Consumer Surveys","B",667,"lv",.001569,30.92,31.52,11.13,,38.38737,38.0135,7.819726,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45757,71441,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",8/19/2016,9/1/2016,"Ipsos","A-",401,"lv",.0015605,47.92,31.85,,,48.21299,31.1072,,,"","http://www.reuters.com/statesofthenation",45296,69677,9/4/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",8/31/2016,9/6/2016,"Google Consumer Surveys","B",402,"lv",.0015523,36.29,30.31,10.4,,44.14196,37.23376,6.892142,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45451,70769,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Maine",8/10/2016,8/16/2016,"Google Consumer Surveys","B",121,"lv",.0015515,45.25,17.56,5.47,,52.65132,25.83002,2.021864,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45611,70996,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",4/11/2016,4/16/2016,"Dartmouth College","B",362,"rv",.0015484,34,29,,,35.6936,31.83825,,,"","http://rockefeller.dartmouth.edu/sites/rockefeller.drupalmulti-prod.dartmouth.edu/files/nh_state_of_the_state_2016_report.pdf",44039,65706,5/10/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",9/7/2016,9/13/2016,"Google Consumer Surveys","B",786,"lv",.0015465,37.41,27.08,7.73,,45.09003,33.67083,4.419725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45790,71474,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",6/17/2016,6/20/2016,"American Research Group","C+",987,"rv",.0015446,50,41,,,50.56642,41.12777,,,"","http://americanresearchgroup.com/pres2016/na16-2.html",44376,67286,6/21/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Tennessee",8/31/2016,9/6/2016,"Google Consumer Surveys","B",509,"lv",.001544,30.55,43.66,8.87,,38.15953,50.45171,5.362142,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45481,70799,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",8/5/2016,8/25/2016,"Ipsos","A-",133,"lv",.0015427,33.7,47.86,,,32.69506,47.01604,,,"","http://www.reuters.com/statesofthenation",45022,69075,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Oklahoma",8/5/2016,8/25/2016,"Ipsos","A-",320,"lv",.001541,31.99,54.42,,,30.8042,53.53358,,,"","http://www.reuters.com/statesofthenation",45027,69080,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Jersey",9/7/2016,9/13/2016,"Google Consumer Surveys","B",729,"lv",.001537,36.27,33.98,6.34,,43.92288,40.55841,3.029725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45773,71457,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Jersey",4/1/2016,4/8/2016,"Rutgers University","B-",738,"rv",.0015351,50,36,,,49.12505,38.55731,,,"","http://eagletonpoll.rutgers.edu/rutgers-eagleton-2016-presidential-election-Apr2016",42184,65682,5/5/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/19/2016,8/23/2016,"Ipsos","A-",1133,"lv",.0015318,40.4,34.5,6.5,,42.85317,36.41684,4.010958,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44996,69032,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",8/5/2016,8/25/2016,"Ipsos","A-",274,"lv",.0015238,37.35,47.97,,,36.04422,46.91608,,,"","http://www.reuters.com/statesofthenation",45010,69063,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New York",8/26/2016,9/1/2016,"Ipsos","A-",451,"lv",.0015178,50,28.47,,,50.68982,28.14902,,,"","http://www.reuters.com/statesofthenation",45305,69686,9/4/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",6/22/2016,6/23/2016,"Public Policy Polling","B+",578,"v",.0015175,43,39,,,42.96653,38.64622,,,"","http://www.americansunitedforchange.org/page/-/NHResults616.pdf",44434,67455,6/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/15/2016,8/15/2016,"Gravis Marketing","B-",1143,"rv",.0015169,46,42,8,,48.25873,43.78565,5.334151,,"","http://projects.fivethirtyeight.com/polls/20160817_US_1.pdf",44898,68873,8/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/20/2016,9/26/2016,"USC Dornsife/LA Times","",2690,"lv",.0015075,42.74,46.16,,,44.94413,42.23432,,,"","http://latimes.com/politics/",46162,72172,9/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New York",9/14/2016,9/20/2016,"Google Consumer Surveys","B",844,"lv",.0014926,41.56,28.23,6.76,,48.98334,34.55337,3.678542,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45982,71869,9/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/7/2016,9/13/2016,"CVOTER International","C+",1245,"lv",.0014908,47.05,47.93,,,45.97751,43.45567,,,"","http://www.upi.com/Top_News/US/2016/09/15/UPICVoter-poll-Donald-Trump-Hillary-Clinton-pull-back-into-virtual-tie/7631473884538/",45804,71507,9/15/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Alaska",8/10/2016,8/16/2016,"Google Consumer Surveys","B",88,"lv",.0014891,31.73,28.39,10.88,,38.95737,36.52285,7.431865,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45591,70976,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Virginia",9/7/2016,9/13/2016,"Google Consumer Surveys","B",560,"lv",.0014857,37.17,31.32,8.57,,44.65693,37.82246,5.259725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45787,71471,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"California",3/16/2016,3/23/2016,"Greenberg Quinlan Rosner/American Viewpoint","B+",1202,"lv",.0014569,57,30,,,55.18077,29.53023,,,"","http://www.gqrr.com/articles/2016/3/25/new-university-of-southern-california-dornsife-college-of-letters-arts-and-scienceslos-angeles-times-poll",36654,50500,4/6/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",4/1/2016,4/10/2016,"Western New England University","A-",497,"rv",.0014359,62,26,,,59.74563,28.36719,,,"","http://www1.wne.edu/assets/112/PresidentialPressRelease_FINAL_04_12_16.pdf",44030,65677,5/5/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",8/26/2016,9/8/2016,"Ipsos","A-",484,"lv",.0014356,45.98,44.7,,,45.86613,43.56652,,,"","http://www.reuters.com/statesofthenation/",45671,71240,9/10/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wyoming",8/10/2016,8/16/2016,"Google Consumer Surveys","B",66,"lv",.0014353,21.98,40.77,14.71,,29.12201,48.83553,11.26186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45640,71025,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",8/12/2016,8/25/2016,"Ipsos","A-",283,"lv",.0014277,34.06,55.4,,,32.49702,53.77153,,,"","http://www.reuters.com/statesofthenation",45008,69061,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",5/15/2016,5/19/2016,"NBC News/Wall Street Journal","A-",1000,"rv",.0014247,46,43,,,46.89811,45.70816,,,"","http://www.nbcnews.com/meet-the-press/clinton-s-lead-over-trump-shrinks-3-points-new-nbc-n577726",44094,65979,5/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Missouri",3/17/2016,3/24/2016,"DFM Research","B-",674,"lv",.0014245,42,40,,,39.49701,40.25114,,,"","http://www.kansascity.com/news/local/news-columns-blogs/the-buzz/article69418112.html",36704,50538,4/8/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nebraska",8/24/2016,8/30/2016,"Google Consumer Surveys","B",193,"lv",.0014218,28.7,34.35,10.1,,36.45343,41.44592,6.56103,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45519,70904,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Alabama",8/31/2016,9/6/2016,"Google Consumer Surveys","B",358,"lv",.0014184,21.28,55.58,6.05,,28.60285,62.21555,2.542142,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45441,70759,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",8/12/2016,9/1/2016,"Ipsos","A-",402,"lv",.0014159,44.3,39.17,,,44.18729,38.62907,,,"","http://www.reuters.com/statesofthenation",45309,69690,9/4/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"California",9/14/2016,9/20/2016,"Google Consumer Surveys","B",1374,"lv",.0014147,46.39,28.05,6.88,,53.81746,34.37501,3.798542,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45951,71838,9/22/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/19/2016,9/25/2016,"USC Dornsife/LA Times","",2726,"lv",.0014097,42.42,46.3,,,44.66815,42.36625,,,"","http://latimes.com/politics/",46034,71996,9/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",8/5/2016,8/25/2016,"Ipsos","A-",288,"lv",.0014049,43.05,39.52,,,42.6029,39.31023,,,"","http://www.reuters.com/statesofthenation",45009,69062,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Minnesota",8/12/2016,8/25/2016,"Ipsos","A-",523,"lv",.0014041,43.51,34.62,,,43.15582,34.13602,,,"","http://www.reuters.com/statesofthenation",45017,69070,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/18/2016,8/22/2016,"Ipsos","A-",1115,"lv",.0014036,41.4,33.2,6.9,,43.79186,35.19904,4.419976,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44923,68919,8/23/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Idaho",7/29/2016,8/18/2016,"Ipsos","A-",186,"lv",.001394,30.39,44.22,,,28.73245,43.22102,,,"","http://www.reuters.com/statesofthenation",44949,68982,8/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Arizona",3/7/2016,3/11/2016,"Merrill Poll","B",701,"lv",.0013856,38,38,,,37.70425,38.41295,,,"","http://big.assets.huffingtonpost.com/MerillPollGeneralPR.pdf",36621,50280,3/18/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",4/18/2016,4/21/2016,"Public Opinion Strategies","B",500,"lv",.0013854,39,47,,,35.69,47.57063,,,"","http://www.wthr.com/story/31796541/exclusive-wthrhpi-poll-trump-or-cruz-would-defeat-clinton-in-indiana",42717,66125,6/2/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",9/2/2016,9/8/2016,"Ipsos","A-",616,"lv",.0013833,46.88,47.17,,,47.63572,46.75189,,,"","http://www.reuters.com/statesofthenation/",45648,71217,9/10/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",5/17/2016,5/18/2016,"Gravis Marketing","B-",2542,"rv",.0013829,46,42,,,46.82981,41.5515,,,"","http://gravismarketing.com/polling-and-market-research/florida-general-election-poll-marijuana-and-trans-bathroom/",44144,66051,5/25/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nebraska",7/29/2016,8/18/2016,"Ipsos","A-",185,"lv",.0013781,34.72,49.39,,,33.51501,48.85279,,,"","http://www.reuters.com/statesofthenation",44964,68997,8/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/6/2016,9/12/2016,"CVOTER International","C+",1232,"lv",.0013775,45.72,48.9,,,44.65585,44.45967,,,"","https://www.documentcloud.org/documents/3107245-UPI-CVoter-12-Sept-2016.html",45794,71478,9/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"South Dakota",8/10/2016,8/16/2016,"Google Consumer Surveys","B",95,"lv",.0013719,24.68,34.67,9.34,,31.82869,42.7408,5.891865,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45631,71016,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Georgia",3/31/2016,4/3/2016,"Lake Research Partners","B+",400,"lv",.0013629,50,37,,,47.84486,37.70993,,,"","http://big.assets.huffingtonpost.com/LRPmemo.GeorgiaDemocraticParty.F.041116.pdf",42188,59663,4/18/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Virginia",8/19/2016,9/1/2016,"Ipsos","A-",713,"lv",.0013614,50.06,36.87,,,49.91834,35.92968,,,"","http://www.reuters.com/statesofthenation",45315,69696,9/4/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Illinois",8/12/2016,8/18/2016,"Ipsos","A-",788,"lv",.0013596,56.22,29.58,,,55.8804,29.70723,,,"","http://www.reuters.com/statesofthenation",44950,68983,8/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Mississippi",8/17/2016,8/23/2016,"Google Consumer Surveys","B",277,"lv",.001359,23.07,53.52,3.12,,30.13211,60.62458,-.3975834,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45565,70950,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Mexico",8/24/2016,8/30/2016,"Google Consumer Surveys","B",184,"lv",.001352,36.08,27.95,16.45,,43.87083,35.06928,12.91103,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45522,70907,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Alabama",8/5/2016,8/25/2016,"Ipsos","A-",385,"lv",.0013503,42.06,48.14,,,41.64558,48.07842,,,"","http://www.reuters.com/statesofthenation",44998,69051,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",8/26/2016,9/8/2016,"Ipsos","A-",613,"lv",.001348,42.74,41.32,,,42.37959,39.83787,,,"","http://www.reuters.com/statesofthenation/",45660,71229,9/10/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",3/28/2016,3/30/2016,"Gravis Marketing","B-",1480,"rv",.001346,49,41,10,,50.66347,42.79049,5.739639,,"","http://www.oann.com/pollwisconsin/",42178,66123,6/2/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Connecticut",8/5/2016,8/25/2016,"Ipsos","A-",387,"lv",.0013407,49.91,37.43,,,49.88786,37.63233,,,"","http://www.reuters.com/statesofthenation",45003,69056,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Texas",8/12/2016,8/18/2016,"Ipsos","A-",915,"lv",.0013368,32.35,45.87,,,31.692,45.68954,,,"","http://www.reuters.com/statesofthenation",44977,69010,8/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Tennessee",8/12/2016,8/25/2016,"Ipsos","A-",371,"lv",.0013338,32.71,45.65,,,32.61958,45.4847,,,"","http://www.reuters.com/statesofthenation",45031,69084,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",7/30/2016,8/1/2016,"YouGov","B",1069,"rv",.001329,41,36,8,,44.31342,39.70703,6.26028,,"","https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/",44743,68413,8/1/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Missouri",8/12/2016,8/25/2016,"Ipsos","A-",297,"lv",.001328,39.68,46.1,,,39.22568,45.57153,,,"","http://www.reuters.com/statesofthenation",45019,69072,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",8/24/2016,8/30/2016,"Google Consumer Surveys","B",199,"lv",.0013279,34.38,33.9,10.78,,42.07274,40.95801,7.241029,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45523,70908,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Arkansas",8/17/2016,8/23/2016,"Google Consumer Surveys","B",196,"lv",.0013189,27.6,39.6,9.74,,35.01234,46.95554,6.222417,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45543,70928,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",8/5/2016,8/25/2016,"Ipsos","A-",253,"lv",.0013165,40.86,38.78,,,40.01605,38.20797,,,"","http://www.reuters.com/statesofthenation",45021,69074,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/5/2016,9/11/2016,"CVOTER International","C+",1260,"lv",.0013162,45.78,48.73,,,44.7241,44.31813,,,"","http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/",45710,71318,9/12/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Kentucky",8/5/2016,8/25/2016,"Ipsos","A-",413,"lv",.0013107,43.04,45.34,,,42.465,45.05239,,,"","http://www.reuters.com/statesofthenation",45011,69064,8/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"South Carolina",8/24/2016,8/30/2016,"Google Consumer Surveys","B",425,"lv",.0013069,31.75,41.66,6.94,,39.13168,48.52368,3.401029,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45530,70915,9/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Minnesota",9/7/2016,9/13/2016,"Google Consumer Surveys","B",426,"lv",.0012979,34.49,25.54,11.37,,42.18839,32.13924,8.059725,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45765,71449,9/14/16,"14:56:09 28 Oct 2016"
