"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 24, 2016",Alaska,Anchorage,"721 West 4th Avenue",1,0,N/A
"December 24, 2016",California,Vista,"1300 block of Morning Glory Lane",1,0,N/A
"December 24, 2016",Pennsylvania,Philadelphia,"1229 South 6th Street",1,0,N/A
"December 24, 2016","North Carolina",Wilson,"2241 Banks Lane East",4,0,N/A
"December 24, 2016",Mississippi,Pearl,"3400 block of Old Brandon Road",2,1,N/A
"December 24, 2016",Utah,"Salt Lake City (West Valley City)","4850 West 3500 South",1,2,N/A
"December 24, 2016","Rhode Island",Johnston,"75 Bishop Hill Road",1,0,N/A
"December 24, 2016",Illinois,"Chicago (Englewood)","8900 block of South Hermitage",1,0,N/A
"December 23, 2016",Wisconsin,"Milwaukee (West Allis)","2500 Block of S 88th St",1,0,N/A
"December 23, 2016",Minnesota,Cloquet,"1787 Wolf Ridge Road",1,0,N/A
"December 23, 2016",Texas,Houston,"2851 Wallingford Drive",1,0,N/A
"December 23, 2016",Texas,Houston,"247 East Janisch",1,0,N/A
"December 23, 2016",Alabama,Birmingham,"3813 Richard Arrington Boulevard North",1,3,N/A
"December 23, 2016",Florida,"Port Richey","10830 Maplewood Avenue",1,0,N/A
"December 23, 2016",Nebraska,Omaha,"18139 Tammy Trail",1,0,N/A
"December 23, 2016",Pennsylvania,Pottstown,"1700 block of Prospect Ave",1,1,N/A
"December 23, 2016",Ohio,Dayton,"71 Benning Place",1,0,N/A
"December 23, 2016",Kansas,Wichita,"100 block of S Rock Road",1,0,N/A
"December 23, 2016",California,"San Fernando","1403 Fourth Street",1,2,N/A
"December 23, 2016",Florida,Wimauma,"Mcarthur Road",1,0,N/A
"December 23, 2016",Texas,Palestine,"500 block of Anderson County Road 350",1,0,N/A
"December 23, 2016",Indiana,Indianapolis,"3400 block of Timbersedge Drive",1,1,N/A
"December 23, 2016",Louisiana,"Baton Rouge","2080 Monterrey Boulevard",1,0,N/A
"December 23, 2016",Illinois,Libertyville,"Milwaukee Avenue and Hollister Drive",1,0,N/A
"December 23, 2016",Indiana,Elkhart,"29508 San Lu Rae Drive",1,0,N/A
"December 23, 2016","New York",Syracuse,"Coykendall Ave and Chemung St",1,0,N/A
"December 23, 2016","North Carolina",Washington,"300 block of East 14th Street",1,0,N/A
"December 23, 2016","North Carolina",Charlotte,"9500 Bellhaven Boulevard",1,0,N/A
"December 23, 2016",California,Pacoima,"12900 block of Desmond Street",1,0,N/A
"December 23, 2016",Illinois,Joliet,"Ingalls Avenue and Broadway Street",1,0,N/A
"December 23, 2016",Louisiana,"Baton Rouge","500 Block of Education St",1,0,N/A
"December 23, 2016",Mississippi,"Leake (county)","Waggoner Road",1,0,N/A
"December 23, 2016",Louisiana,"Baton Rouge","4300 block of Denham Street",1,0,N/A
"December 23, 2016",Virginia,Hampton,"Todds Lane and Whealton Road",1,0,N/A
"December 23, 2016","North Carolina",Candler,"1109 Smokey Park Hwy",1,0,N/A
"December 23, 2016",Illinois,Chicago,"500 block of North Laramie",2,0,N/A
"December 23, 2016",Maryland,Baltimore,"1100 block of Ward Street",1,0,N/A
"December 23, 2016",Florida,Marathon,"10660 Seventh Avenue",1,0,N/A
"December 23, 2016",Mississippi,Pope,"200 block of West Dale St",2,0,N/A
"December 23, 2016",Pennsylvania,Philadelphia,"200 Block of East Stella St",1,1,N/A
"December 23, 2016",Ohio,Cleveland,"3811 Library Avenue",1,0,N/A
"December 23, 2016","South Carolina","Summerville (Lincolnville)","705 East Thomas Street",1,0,N/A
"December 23, 2016",Ohio,Columbus,"1200 block of Sullivant Av",1,0,N/A
"December 23, 2016",Missouri,"Saint Louis","3200 block of Dr Martin Luther King Dr",1,0,N/A
"December 23, 2016",Georgia,Savannah,"1700 block of Grove Point Road",2,0,N/A
"December 23, 2016",Florida,"Palm Beach Gardens (Riviera Beach)","1200 block of W 36th St",1,1,N/A
"December 23, 2016",Louisiana,Duson,"300 block of Marigny Circle",1,0,N/A
"December 23, 2016",Maryland,Baltimore,"2800 block of Edmondson Avenue",1,0,N/A
"December 23, 2016",Texas,Spring,"Crooked Post and Little Wind Lane",1,0,N/A
"December 23, 2016",California,Sacramento,"1200 block of Isabel Street",1,0,N/A
"December 23, 2016",Minnesota,Faribault,"530 Wilson Avenue",2,0,N/A
"December 23, 2016",Colorado,Littleton,"West Bowles Avenue and South Simms Street",1,0,N/A
"December 23, 2016",Tennessee,Murfreesboro,"310 West Castle Street",1,0,N/A
"December 23, 2016",Oregon,Bend,"Bond St and Franklin Ave",1,0,N/A
"December 23, 2016","District of Columbia",Washington,"2200 block of Mount View Place SE",1,1,N/A
"December 23, 2016",California,"El Monte","Esto Avenue and Fieldcrest Street",1,0,N/A
"December 23, 2016",Tennessee,Clarksville,"3300 block of Royster Lane",1,0,N/A
"December 23, 2016",Louisiana,Harvey,"3800 block of Mercer Lane",1,0,N/A
"December 23, 2016",Wisconsin,Beloit,"1600 block of Hackett Street",1,1,N/A
"December 22, 2016",Texas,"San Antonio","5400 block of Stonybrook Drive",2,2,N/A
"December 22, 2016",Pennsylvania,Saltsburg,"Forest Drive",2,0,N/A
"December 22, 2016",Utah,Orem,"1080 N. State",1,0,N/A
"December 22, 2016",Missouri,Columbia,"1715 West Worley Street",1,1,N/A
"December 22, 2016","North Carolina","Union (county)","4000 block of Belk Mill Road",1,0,N/A
"December 22, 2016","South Carolina",Spartanburg,"Bennett Dairy Road",1,0,N/A
"December 22, 2016","South Carolina",Columbia,"100 block of Aster Circle",1,2,N/A
"December 22, 2016",Michigan,Trenton,"23222 Williamsburg Cir",1,0,N/A
"December 22, 2016",Nevada,"Las Vegas","300 block of Princess Avenue",1,0,N/A
"December 22, 2016",Missouri,"Saint Louis","2000 block of Destrehan St",1,1,N/A
"December 22, 2016",California,Pasadena,"1200 block of North Fair Oaks Avenue",1,0,N/A
"December 22, 2016",Arkansas,"North Little Rock","622 East 19th Street",1,0,N/A
"December 22, 2016",Illinois,Chicago,"7900 block of South Exchange",1,1,N/A
"December 22, 2016","North Carolina",Durham,"Cherry Creek Drive at Longmont Avenue",1,0,N/A
"December 22, 2016",Maryland,Baltimore,"2400 block of Eutaw Street",1,0,N/A
"December 22, 2016",Louisiana,"New Orleans","17000 block of Chef Menteur Highway",1,0,N/A
"December 22, 2016",Alabama,"Geneva (county)","County Road 41",1,0,N/A
"December 22, 2016",Alabama,Huntsville,"Broadmeadow Lane",1,1,N/A
"December 22, 2016","North Carolina","New Bern","1900 block of Stimpson Street",1,0,N/A
"December 22, 2016",Virginia,Chesapeake,"1700 block of Birch Trail Circle",1,0,N/A
"December 22, 2016",Louisiana,"Baton Rouge","3579 Victoria Dr",1,0,N/A
"December 22, 2016",Florida,Jacksonville,"10013 Anders Road",1,0,N/A
"December 22, 2016",Tennessee,Memphis,"2800 block of Falling Stream Drive",1,0,N/A
"December 22, 2016",California,Oakland,"8000 block of Olive Street",1,0,N/A
"December 22, 2016",Oklahoma,Kellyville,"Ruth Ave",1,0,N/A
"December 22, 2016","New York",Freeport,"Randall Ave and N Bayview Ave",1,0,N/A
"December 22, 2016",Texas,Killeen,"300 Block of South 56th Street",1,0,N/A
"December 22, 2016",Texas,Marshall,"300 block of North Hazelwood Street",1,0,N/A
"December 22, 2016",Indiana,Indianapolis,"1500 block of North Gladstone Avenue",1,0,N/A
"December 22, 2016",Texas,"San Antonio",N/A,1,0,N/A
"December 22, 2016",Maryland,Baltimore,"3614 Lyndale Avenue",1,0,N/A
"December 22, 2016",Ohio,Cleveland,"Hulda Ave",1,0,N/A
"December 22, 2016",Florida,"Palm Harbor","252 Whisper Lake Road",1,0,N/A
"December 22, 2016",Maryland,"Capitol Heights","4100 block of Byers Street",1,0,N/A
"December 22, 2016",Louisiana,Shreveport,"700 Block of West 70th Street",1,0,N/A
"December 22, 2016",Massachusetts,Holyoke,"100 Pine Street",1,0,N/A
"December 22, 2016",Ohio,Cleveland,"13412 Crennell Ave",1,1,N/A
"December 21, 2016",Pennsylvania,Philadelphia,"60th and Allman",1,0,N/A
"December 21, 2016",Illinois,Midlothian,"3300 block of 147th Street",1,0,N/A
"December 21, 2016",Arkansas,Marion,"Lakeshore Dr",1,0,N/A
"December 21, 2016",Kentucky,Louisville,"28th Street and Elliott Avenue",1,0,N/A
"December 21, 2016",Arizona,Chandler,"Arizona Avenue and Ray Road",1,0,N/A
"December 21, 2016",Oklahoma,Tulsa,"2600 block of Utica Avenue",1,0,N/A
"December 21, 2016",Georgia,Savannah,"400 block E 49th Street",1,0,N/A
"December 21, 2016",Indiana,Knox,"3021 S. U.S. 35",1,0,N/A
"December 21, 2016",Arkansas,"Little Rock","2510 Romine Road",1,0,N/A
"December 21, 2016",Ohio,Columbus,"2700 block of Noe Bixby",1,0,N/A
"December 21, 2016",Indiana,Indianapolis,"37th & Drexel",1,0,N/A
"December 21, 2016","New Jersey",Camden,"307 Abblett Village",1,0,N/A
"December 21, 2016",Texas,Houston,"8900 Block of South Braeswood Boulevard",1,0,N/A
"December 21, 2016",Oklahoma,Foss,"400 block of Iroquois",1,0,N/A
"December 21, 2016",Illinois,Springfield,"2400 block of W Washington St",1,0,N/A
"December 21, 2016",Alabama,Birmingham,"900 block of Vinesville Road",1,0,N/A
"December 21, 2016",Oklahoma,Hennepin,N/A,1,0,N/A
"December 21, 2016",Georgia,Athens,"198 Old Hull Road",1,0,N/A
"December 21, 2016",Oklahoma,Okmulgee,"1000 block of West 8th Street",1,0,N/A
"December 21, 2016",Tennessee,Knoxville,"2101 Needham Drive",1,0,N/A
"December 21, 2016",Alabama,Saraland,"1118 Martha Alleyn Drive",1,1,N/A
"December 21, 2016",Florida,"Panama City","1701 Hamilton Avenue",1,0,N/A
"December 21, 2016",Missouri,Glasgow,"241 County Road 212",1,0,N/A
"December 21, 2016",Virginia,"Newport News","1st block of Langley Avenue",2,0,N/A
"December 21, 2016",Michigan,Detroit,"791 Tennessee Street",1,0,N/A
"December 21, 2016",Louisiana,"New Orleans","700 block of St. Andrew Street",1,0,N/A
"December 21, 2016",Mississippi,Utica,"Junior Harper Road",1,0,N/A
"December 21, 2016",Florida,Jacksonville,"5500 Catoma Street",1,0,N/A
"December 21, 2016",Mississippi,Brandon,"2607 US-80",1,0,N/A
"December 21, 2016",Texas,"San Antonio","4934 Northwest Loop 410",1,0,N/A
"December 21, 2016",Texas,"San Antonio","4100 block of East Houston Street",1,0,N/A
"December 21, 2016",Louisiana,"Baton Rouge","Victoria Drive",1,0,N/A
"December 21, 2016",Nevada,Reno,"444 Vine Street",1,0,N/A
"December 21, 2016",California,Stockton,"2300 block of Waterloo Road",1,0,N/A
"December 21, 2016",Oregon,"Bend (Sunriver)","Mountain Sheep Lane",2,1,N/A
"December 21, 2016",California,Coalinga,"661 West College Avenue",1,0,N/A
"December 21, 2016",Arkansas,Fayetteville,"800 South School Avenue",1,0,N/A
"December 21, 2016",Oklahoma,Eufaula,"U.S. 69 and Texana Road",2,0,N/A
"December 21, 2016",Oklahoma,"Ponca City","320 West Grand Avenue",1,0,N/A
"December 21, 2016",Wisconsin,Madison,"5333 Kevins Way",1,1,N/A
"December 21, 2016",Texas,Dallas,"3200 Block of Mountain Creek Parkway",1,0,N/A
"December 20, 2016",Ohio,Dayton,"500 Block of Paul Lawrence Dunbar St",1,0,N/A
"December 20, 2016",California,Hemet,"40000 block of Sharose Drive",1,0,N/A
"December 20, 2016",Arizona,Phoenix,"3800 block of North 18th Avenue",1,1,N/A
"December 20, 2016",Oklahoma,Tulsa,"1400 block of West Admiral Boulevard",1,0,N/A
"December 20, 2016",Florida,Homestead,"2495 Northeast 8th Street",1,1,N/A
"December 20, 2016",Oklahoma,Tulsa,"6326 S 107th East Ave",1,0,N/A
"December 20, 2016","New Jersey",Camden,"1200 block of East State Street",1,0,N/A
"December 20, 2016","New Jersey","Atlantic City","N Tennessee Ave",1,0,N/A
"December 20, 2016",Louisiana,Crowley,"1300 block of Avenue L",1,0,N/A
"December 20, 2016",Illinois,Rockton,"4781 E Rockton Rd",1,0,N/A
"December 20, 2016",Texas,Pharr,"Emil Street",1,0,N/A
"December 20, 2016",Maryland,Baltimore,"Ward and Cross streets",1,1,N/A
"December 20, 2016",Maryland,Baltimore,"5200 block of Cuthbert Ave.",1,1,N/A
"December 20, 2016",Ohio,"Grove City","4048 Parkmead Drive",1,0,N/A
"December 20, 2016","North Carolina",Greensboro,"706 Sparta Drive",1,0,N/A
"December 20, 2016",Arizona,Tucson,"300 block of West Inez Drive",1,0,N/A
"December 20, 2016",Delaware,"New Castle","1000 block of Linda Road",1,0,N/A
"December 20, 2016","New York",Bronx,"175th Street and Crotona Park North",1,0,N/A
"December 20, 2016",Arizona,Phoenix,"4100 block of South 62nd Lane",1,1,N/A
